rps3	phylum_merge	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
k141_2347212_2	Planctomycetes	0.005956183	0.004389902	0.003562203	0.005473101	0.00588454	0.020015071	0.008413384
k141_2352802_6	Chloroflexi	0.016404721	0.022501155	0.028166803	0.008218935	0.010147745	0.012641019	0.013485952
k141_2354516_4	Ignavibacteria	0.032705455	0.037145498	0.039008472	0.059829624	0.046730411	0.045243375	0.0564366
k141_2368302_26	unclassify	0.0775386	0.078088896	0.064363835	0.037293835	0.049039995	0.05840403	0.054320093
k141_2368935_3	Alphaproteobacteria	0.01031457	0.016602901	0.005480593	0.006348897	0.008152402	0.018148333	0.020346861
k141_2377854_16	Chloroflexi	0.077029683	0.068700611	0.105471133	0.014525167	0.038101935	0.023160499	0.050383769
k141_2379884_6	Dadabacteria	0.007953914	0.009109915	0.015900673	0.02632076	0.02423968	0.023507004	0.034021644
k141_2382189_6	Gammaproteobacteria	0.041958309	0.026846422	0.033698669	0.010450278	0.009195349	0.028311005	0.018183846
k141_238304_4	Planctomycetes	0.022351985	0.041793361	0.030628152	0.023728538	0.039113749	0.027258271	0.032928938
k141_2400988_1	Planctomycetes	0.01468312	0.009934244	0.025096124	0.009244202	0.024651786	0.003555147	0.012952425
k141_2402310_15	Alphaproteobacteria	0.024017491	0.018355768	0.026431039	0.007576066	0.030744057	0.031323604	0.027222819
k141_2402963_1	Gemmatimonadetes	0.041913351	0.014632558	0.017343937	0.023073052	0.00881756	0.024754623	0.0287946
k141_2407772_2	Alphaproteobacteria	0.057702652	0.0289464	0.018056243	0.02483494	0.027827209	0.025708855	0.034332828
k141_2413882_1	unclassify	0.007645262	0.025775096	0.001656539	0.006923973	0.00312743	0.002564975	0.009979859
k141_2414892_1	Alphaproteobacteria	0.03379191	0.012170656	0.014671433	0.010402746	0.01547879	0.009507845	0.010979918
k141_2416847_2	Chloroflexi	0.049807746	0.025438609	0.040474627	0.055207145	0.06575389	0.062779696	0.070441525
k141_2417838_2	Alphaproteobacteria	0.012763149	0.013113082	0.02064623	0.00481364	0.007427031	0.007023974	0.007944202
k141_2422122_6	Gemmatimonadetes	0.009227343	0.007832888	0.010504832	0.024650601	0.023623799	0.039343584	0.023788121
k141_2423018_6	Gammaproteobacteria	0.155184201	0.167561319	0.156493135	0.130060368	0.155133215	0.12168393	0.139500709
k141_2425407_2	Thaumarchaeota	0.059684358	0.155719304	0.151786384	0.072362506	0.105057022	0.085407334	0.13218398
k141_2440155_1	Chloroflexi	0.009622607	0.016286495	0.005064377	0.029234112	0.010082707	0.010835735	0.017246388
k141_2447636_2	Gammaproteobacteria	0	0	0.008492258	0.006555125	0.011784099	0.017948878	0.007002593
k141_245293_1	Planctomycetes	0.016894463	0.003159789	0.003394278	0.005427192	0.008338616	0.008277695	0.005597745
k141_2453139_1	Chloroflexi	0.011421421	0.015859379	0.011384645	0.020211808	0.026404654	0.02078992	0.017836466
k141_2453646_3	Gemmatimonadetes	0.04429769	0.034986009	0.02330616	0.007452921	0.005556697	0.007189059	0.015793128
k141_2456524_2	Chloroflexi	0.005186422	0.001283354	0.001378593	0.013529623	0.003211064	0.004410626	0.00454707
k141_2461679_15	Acidobacteria	0.017018376	0.023924459	0.024968284	0.035635746	0.031603775	0.034992834	0.034850573
k141_2462171_3	unclassify	0.010899697	0.013678029	0.014244699	0.004941275	0.011062591	0.001570117	0.004260404
k141_246383_2	Planctomycetes	0.044689187	0.045630235	0.041671921	0.043622001	0.055414524	0.049521815	0.039277285
k141_2464665_1	Alphaproteobacteria	0.28517212	0.335513767	0.238652411	0.341464966	0.368042969	0.381277367	0.396712358
k141_2465858_6	Alphaproteobacteria	0.012484319	0.012205771	0.010520892	0.040531813	0.029088411	0.028229698	0.029633261
k141_2465896_15	Acidobacteria	0.016802505	0.023049223	0.029283938	0.024612555	0.024362704	0.012673165	0.026918251
k141_2467970_3	Alphaproteobacteria	0.029953533	0.0079548	0.001424188	0.010098063	0.004880112	0.001157732	0.003724414
k141_2476503_13	Planctomycetes	0.00362849	0.007316627	0.002697625	0.002738807	0.003807098	0.001862787	0.092441508
k141_2489010_4	unclassify	0.02049492	0.037936947	0.032727037	0.024672667	0.01804958	0.044009749	0.026581435
k141_2489928_4	Alphaproteobacteria	0.132207399	0.050024463	0.080938236	0.064975818	0.121213378	0.118351557	0.09848704
k141_2493777_6	unclassify	0.074370794	0.099463837	0.084693056	0.07785904	0.074213013	0.11725282	0.095210511
k141_2494132_2	Gammaproteobacteria	0.004274723	0.007615865	0.018748217	0.003946811	0.005067966	0.008313029	0.015459509
k141_249911_6	unclassify	0.021626801	0.026003497	0.023981802	0.026463054	0.014591239	0.017523964	0.021895973
k141_2501173_1	unclassify	0.019176721	0.009226748	0.005572672	0.001092944	0.004921965	0.002129376	0.001000757
k141_2503030_3	Planctomycetes	0.017332612	0.020146132	0.009090172	0.017936543	0.040558252	0.039892923	0.035617763
k141_2505743_1	Actinobacteria	0.01871842	0.010105703	0.009367521	0.009912149	0.005021203	0.009254833	0.011468997
k141_25113_11	Gammaproteobacteria	0.082346069	0.082239832	0.088763727	0.086636393	0.098634269	0.085576037	0.081785716
k141_2512938_1	Chloroflexi	0.024639185	0.002869551	0.003450439	0.010981685	0.004206049	0.007178379	0.013834867
k141_2513859_1	unclassify	0.007278468	0.010786827	0.004353019	0.004480094	0.007190919	0.001524967	0.001196479
k141_2518548_4	Acidobacteria	0.010934094	0.026447599	0.038176039	0.012365002	0.023640386	0.024868669	0.010224957
k141_2522707_2	Alphaproteobacteria	0.036143529	0.012936705	0.033748671	0.021649046	0.02021696	0.017613186	0.015839699
k141_2523143_3	Gemmatimonadetes	0.007792842	0.026643598	0.02364059	0.010963897	0.015714975	0.020365022	0.014977127
k141_2531691_8	unclassify	0.053649021	0.042400356	0.038713759	0.03201222	0.031108961	0.031775784	0.03524627
k141_253621_2	Planctomycetes	0.020950072	0.022947165	0.014939443	0.00384389	0.009871616	0.00269875	0.006843805
k141_2543023_3	Acidobacteria	0.034928235	0.022227818	0.026066752	0.056717263	0.082691801	0.061189497	0.02700235
k141_2544734_4	Thaumarchaeota	0.393427174	0.448937508	0.570208738	0.363821492	0.15335449	0.213942065	0.264471499
k141_2546326_4	Gammaproteobacteria	0.238083412	0.244449275	0.176204274	0.122585854	0.111596797	0.135667445	0.110948728
k141_2554525_1	Chloroflexi	0.0525134	0.008799356	0.008079516	0.004053457	0.003122943	0.000371998	0.005196186
k141_2567487_1	Planctomycetes	0.00796844	0.001207194	0.005048181	0.021170676	0.015368768	0.016603048	0.013900985
k141_2572317_1	Alphaproteobacteria	0.049537293	0.022016921	0.027902428	0.018094714	0.004967935	0.011255104	0.017707737
k141_2578870_24	Gammaproteobacteria	0.198967046	0.210599791	0.211313711	0.288184075	0.302728537	0.277420257	0.256909079
k141_2579143_21	Gammaproteobacteria	0.233692817	0.087510097	0.176845891	0.121798051	0.089233865	0.09535894	0.135203107
k141_2583713_14	Nitrospirae	0.202223784	0.256725877	0.230385315	0.272058246	0.346960947	0.251167117	0.271401132
k141_2584231_8	Acidobacteria	0.025298869	0.060738083	0.045333457	0.021368142	0.033705432	0.031802943	0.039388634
k141_2585024_4	Alphaproteobacteria	0.011430069	0.020168974	0.009302236	0.007073628	0.016423796	0.013100786	0.01302029
k141_2587161_2	unclassify	0.04338237	0.016688846	0.020102108	0.022240507	0.016735475	0.019038835	0.02019457
k141_2595909_1	unclassify	0.106214387	0.149458204	0.131110007	0.134275993	0.100892296	0.073371624	0.092465877
k141_2605253_5	Gammaproteobacteria	0.016487089	0.008959228	0.005430739	0.006500185	0.018277496	0.00604225	0.003521551
k141_2607447_1	unclassify	0.080196379	0.109712766	0.121776622	0.138769544	0.12511235	0.16438001	0.141040078
k141_2607582_1	Alphaproteobacteria	0.098033076	0.082620321	0.134159958	0.132852515	0.122835314	0.119102702	0.115289428
k141_2609613_2	Planctomycetes	0.001210279	0.001771196	0.000965106	0.003724798	0.013433076	0.001569082	0.001591624
k141_2610647_6	Acidobacteria	0.026848519	0.00692894	0.011845223	0.006894379	0.018306402	0.011081201	0.013151795
k141_2618318_4	Planctomycetes	0.011684895	0.006266844	0.012010579	0.006092618	0.005620366	0.005478205	0.008399977
k141_2622043_3	unclassify	0.003640358	0.02087688	0.004782661	0.003682525	0.004822941	0.00330758	0
k141_2636726_3	Gammaproteobacteria	0.034633239	0.059767622	0.021187468	0.06567754	0.026484427	0.056402528	0.033601404
k141_2642371_1	Acidobacteria	0.007141515	0.003088193	0.01449374	0.004267763	0.008768142	0.008090134	0.007294545
k141_2647611_17	Gammaproteobacteria	0.255769891	0.178574316	0.187516887	0.334566459	0.251610051	0.273591191	0.234955963
k141_2649971_13	Gammaproteobacteria	0.022656018	0.01379995	0.015895748	0.013516843	0.009503686	0.017220384	0.017685427
k141_2657491_2	unclassify	0.003266702	0.00985839	0.013180748	0.008882306	0.006560251	0.010222796	0.023362931
k141_2663010_1	unclassify	0.003642844	0.019161268	0.011526194	0.029309661	0.015917981	0.007632401	0.017023963
k141_2670206_2	unclassify	0.003740361	0.007640771	0.005664844	0.022016033	0.008135263	0.003336086	0.003734502
k141_2672761_5	Alphaproteobacteria	0.018499862	0.012074336	0.020270808	0.006175977	0.009464994	0.011798827	0.011604579
k141_2675323_2	unclassify	0.006175819	0.007377934	0.007526687	0.006463891	0	0.007714976	0.017106641
k141_2677385_1	Gemmatimonadetes	0.009029022	0.00748384	0.020937305	0.007160107	0.002911449	0.012962548	0.005099249
k141_267791_2	Chloroflexi	0.000472067	0.013059987	0.021401834	0.014514313	0.012512858	0.015673599	0.017973189
k141_2683894_1	Gammaproteobacteria	0.008709647	0.020310833	0.013414315	0.013318313	0.024782064	0.020897771	0.023406981
k141_2685168_1	Planctomycetes	0.005614659	0.009139738	0.002984843	0.001151991	0.010354631	0.009705596	0.021298674
k141_2687369_4	Actinobacteria	0.052446465	0.021991078	0.027407302	0.019622903	0.038561295	0.040061537	0.035973666
k141_2688998_3	Chloroflexi	0.00497863	0.00171329	0.003049862	0.023419945	0.016658585	0.031199057	0.012493062
k141_2697452_4	Bacteroidetes	0.019045576	0.008992905	0.016261365	0.017764632	0.006999733	0.012910326	0.027050351
k141_27000_1	Planctomycetes	0.034419707	0.020586128	0.03081201	0.018648322	0.032043825	0.035809939	0.036378814
k141_2700747_1	Planctomycetes	0.025552675	0.010911379	0.026744825	0.007082823	0.019041357	0.012431914	0.015973325
k141_2712752_1	Alphaproteobacteria	0.034183239	0.023162271	0.019373717	0.092427731	0.049709908	0.075980077	0.046771128
k141_2715045_5	Planctomycetes	0.005845554	0.005106131	0.004392928	0.015833508	0.002642702	0.006348517	0.004165697
k141_271694_3	Thaumarchaeota	0.059970183	0.053095384	0.107788001	0.047005567	0.0324033	0.077142517	0.044765701
k141_2721382_1	Thaumarchaeota	0.036773398	0.049163978	0.052757572	0.026894679	0.050254581	0.072821631	0.052428014
k141_2725872_4	Gammaproteobacteria	0.006996927	0.016472604	0.004463614	0.005168157	0.004424169	0.002721376	0.007361263
k141_2727116_1	Planctomycetes	0.008839033	0.018030803	0.005667535	0.010348366	0.026141111	0.018791205	0.012934791
k141_2745705_44	unclassify	0.027035109	0.026103834	0.028550062	0.038084081	0.049690136	0.037294403	0.037019858
k141_2751462_3	Planctomycetes	0.02576833	0.017030431	0.019788208	0.010625321	0.022216333	0.006434387	0.010892454
k141_2757055_2	Gemmatimonadetes	0.012558978	0.01049209	0.030366513	0.008687369	0.010828	0.013723422	0.021348878
k141_276031_4	Gemmatimonadetes	0.113444988	0.157613221	0.14368957	0.202251502	0.179798942	0.26649482	0.222413001
k141_2771614_5	Planctomycetes	0.024971747	0.016400904	0.014221961	0.018469482	0.021112724	0.036552201	0.032670636
k141_2775389_1	Planctomycetes	0.009324829	0.005982103	0.00692329	0.014857042	0.020525667	0.011933824	0.011266294
k141_2779545_2	Alphaproteobacteria	0.01284841	0.033225254	0.01973756	0.018277524	0.023920884	0.014864092	0.008746197
k141_2780011_3	Ignavibacteria	0.123306397	0.084777019	0.094322449	0.135173045	0.107391896	0.10379133	0.119363956
k141_2786919_3	Nitrospirae	0.107214498	0.121562432	0.098773992	0.095688774	0.114515046	0.083102092	0.119638191
k141_2788414_9	unclassify	0.016074518	0.028974972	0.01780765	0.018159195	0.011788673	0.017966628	0.010630962
k141_2790198_5	Chloroflexi	0.005625607	0.002657509	0.002653728	0.011579852	0.003811159	0.008190856	0.024423574
k141_2808873_1	unclassify	0.004125828	0.003062747	0.00896926	0.002956772	0.00696448	0.004005369	0.00361722
k141_2810175_6	unclassify	0.015986926	0.018709707	0.010427762	0.015870753	0.013460335	0.011658252	0.010336758
k141_2817756_5	Gemmatimonadetes	0.034770458	0.007270674	0.016741596	0.019482288	0.008684354	0.020739526	0.015280921
k141_2818301_1	Chloroflexi	0.011960186	0.010351721	0.004148185	0.026487477	0.004484675	0.015148892	0.010554789
k141_2820137_2	Thaumarchaeota	0.188724497	0.153311409	0.316018035	0.254099341	0.215677749	0.346745265	0.28354872
k141_2823633_4	Alphaproteobacteria	0.216660843	0.219996879	0.193803124	0.232966419	0.300365366	0.223024685	0.232523877
k141_2829224_4	Alphaproteobacteria	0.247070062	0.25957935	0.215354186	0.293603955	0.261048122	0.216346183	0.260412683
k141_283186_2	Planctomycetes	0.017809215	0.002058795	0.004423158	0.00577977	0.006576107	0.004494519	0.005470909
k141_2832271_3	Acidobacteria	0.0293248	0.020202132	0.02148543	0.022178166	0.023589191	0.047185615	0.025166579
k141_2832501_1	Gemmatimonadetes	0.002107914	0.022219861	0.01008541	0.027821642	0.015851254	0.019481192	0.020166987
k141_2840079_1	Chloroflexi	0.011863997	0.003686065	0.027356654	0.010435421	0.004681509	0.012070472	0.010547234
k141_2840377_1	Planctomycetes	0.024865117	0.034137319	0.026049111	0.031183082	0.014136692	0.020572288	0.016776808
k141_2844588_4	Chloroflexi	0.018693313	0.006213806	0.010259027	0.008653167	0.011755688	0.012573239	0.017584448
k141_2846413_2	Gammaproteobacteria	0.116832658	0.104729172	0.122939498	0.095193619	0.080669098	0.085041924	0.085358503
k141_2849480_2	Gammaproteobacteria	0.006513791	0.003002032	0.015686414	0.010134661	0.00716888	0.012030687	0.024435548
k141_2854000_2	Gemmatimonadetes	0.014068916	0.017702326	0.017589618	0.009525778	0.013343702	0.017275721	0.004493312
k141_2856673_1	Chloroflexi	0	0.00503352	0.003565094	0.000917292	0.015042997	0.003843418	0.011737903
k141_2858755_3	Alphaproteobacteria	0.018888221	0.012188657	0.012966165	0.035728332	0.075955488	0.054310425	0.026131419
k141_2861880_2	unclassify	0.010370756	0.016011017	0.012660845	0.020928955	0.013125661	0.013710168	0.015487204
k141_2862956_1	Alphaproteobacteria	0.035951622	0.021386165	0.034220552	0.029684154	0.07154832	0.042077338	0.05232128
k141_286323_1	Chloroflexi	0.012640231	0.019939485	0.013616491	0.008752955	0.002497638	0.00716957	0.005194695
k141_2863437_4	Gammaproteobacteria	0.036415049	0.026501108	0.028213532	0.020274952	0.015263544	0.030201072	0.019713444
k141_2864065_3	Acidobacteria	0.013789072	0.016687257	0.006696696	0.047463799	0.032452725	0.017016704	0.01645753
k141_2866584_2	Gammaproteobacteria	0.005688593	0.011235777	0.036484176	0.014005932	0.006744202	0.003687525	0.013091758
k141_28681_9	Nitrospirae	0.204041588	0.139704936	0.160025265	0.164454257	0.19249466	0.15391857	0.141735866
k141_2873197_1	Alphaproteobacteria	0.068357372	0.056975652	0.06520683	0.184595424	0.167656103	0.172940553	0.129940165
k141_2874715_1	Acidobacteria	0.018791745	0.012643836	0.027961351	0.021501173	0.011692448	0.011239717	0.01781601
k141_2877270_4	Acidobacteria	0.004544538	0.010964104	0.003662752	0.024266459	0.012879526	0.008053914	0.021525967
k141_2893066_1	Alphaproteobacteria	0.093967012	0.088347262	0.090802512	0.092468164	0.063599336	0.091213767	0.088396187
k141_2895654_7	Gammaproteobacteria	0.107706039	0.058045491	0.056223715	0.062615802	0.063718948	0.066951861	0.063990936
k141_2897037_3	Acidobacteria	0.020358294	0.014539526	0.036760081	0.014383137	0.012510031	0.015073744	0.018104975
k141_2897926_1	Acidobacteria	0.014199486	0.011843316	0.005289464	0.010669247	0.010100656	0.027863496	0.012031122
k141_2900703_1	Gemmatimonadetes	0.014548609	0.024135086	0.014466359	0.019213443	0.0317974	0.014380963	0.022465217
k141_2903927_4	Planctomycetes	0.028462953	0.038052038	0.020225822	0.012026385	0.009829066	0.009035611	0.011491761
k141_2904557_1	Gammaproteobacteria	0.015151746	0.007759277	0.025874013	0.009402427	0.006795325	0.010417331	0.00626895
k141_2908495_4	Chloroflexi	0.022956384	0.019671936	0.034301785	0.018023067	0.023449469	0.016398497	0.025810052
k141_2911979_1	Planctomycetes	0.032791094	0.009297228	0.032559135	0.024640526	0.023435366	0.013470109	0.047529964
k141_2920693_1	Gemmatimonadetes	0.035835423	0.017432729	0.035944993	0.03782656	0.031698219	0.021087904	0.030314872
k141_2924979_15	Gammaproteobacteria	0.049069929	0.057338394	0.070880981	0.044330167	0.082101483	0.085559843	0.075360091
k141_2925890_4	Acidobacteria	0.033240511	0.047346524	0.048503343	0.039415586	0.061650708	0.034575239	0.038794843
k141_2931690_1	Bacteroidetes	0.012394006	0.011948034	0.0152437	0.008989601	0.018168743	0.032415564	0.023837112
k141_293190_1	Thaumarchaeota	0.092493548	0.04390094	0.082753442	0.045152896	0.072698969	0.019804325	0.040611136
k141_2938270_6	Gemmatimonadetes	0.017828065	0.005961092	0.015135465	0.006692037	0.011399656	0.015467539	0.023191761
k141_2940957_1	Chloroflexi	0.002134876	0.001947032	0	0.00030036	0.000361577	0.002767787	0.011641312
k141_2952324_6	Gammaproteobacteria	0.047707435	0.028977314	0.033219833	0.013178085	0.004314976	0.02472993	0.009770868
k141_2957068_4	Alphaproteobacteria	0.010575999	0.039434127	0.016445435	0.012359346	0.015559736	0.005807753	0.004073168
k141_296076_1	Chloroflexi	0.01376565	0.016568933	0.004028189	0.011650553	0.010880057	0.015536148	0.013577288
k141_2967431_7	Gammaproteobacteria	0.02702547	0.050223264	0.034052535	0.03412197	0.038908803	0.068832117	0.039252569
k141_2976508_2	Dadabacteria	0.051320896	0.028837582	0.042632996	0.021658756	0.016005792	0.016072937	0.016880404
k141_2986107_1	unclassify	0.025238465	0.023315846	0.018818557	0.027407961	0.017993515	0.025903164	0.030553597
k141_2990471_2	unclassify	0.036799184	0.021317869	0.044622044	0.019890026	0.013337489	0.021425513	0.016365185
k141_299116_1	Chloroflexi	0.006223707	0.009900164	0.011343848	0.009283972	0.002810901	0.008645148	0.024324505
k141_2993271_3	Planctomycetes	0.002478591	0.004458703	0.013573977	0	0.005047851	0.004930616	0.000275942
k141_3009517_5	unclassify	0.020720597	0.017561031	0.020084492	0.015684122	0.033912433	0.012420404	0.011399265
k141_3018793_4	Chloroflexi	0	0.027477346	0.004331554	0.002786252	0.003577731	0.004506233	0.003571737
k141_3028986_3	unclassify	0.002046815	0.004558269	0	0.008153161	0.001617756	0	0.002691744
k141_3034861_2	Gemmatimonadetes	0.033169804	0.013975279	0.041381087	0.029781889	0.026864485	0.024195648	0.025263263
k141_3035372_2	Planctomycetes	0.001343082	0.004799926	0.003442519	0.006820304	0.006664966	0.010702507	0.013165038
k141_303661_7	Actinobacteria	0.032529018	0.038400976	0.032687607	0.055242687	0.033927242	0.048043315	0.041092433
k141_3039364_15	Acidobacteria	0.059648333	0.07358195	0.078727888	0.104949069	0.099236611	0.099509864	0.10329635
k141_3040211_1	Alphaproteobacteria	0.022870356	0.021669897	0.024091883	0.018731484	0.008404917	0.014917763	0.017001041
k141_3044392_1	unclassify	0.011711566	0.024099981	0.020289808	0.040541876	0.047397381	0.030978278	0.037220065
k141_3046461_2	Bacteroidetes	0.023261988	0.033489825	0.016992151	0.020989447	0.007219655	0.017801775	0.002703801
k141_3048607_11	Acidobacteria	0.024699615	0.033543427	0.024828819	0.066869161	0.046283314	0.048008172	0.045709426
k141_3048995_1	Chloroflexi	0.028154632	0.011598531	0.007524577	0.001765787	0	0.004649018	0.004560861
k141_3050375_21	Gammaproteobacteria	0.07929387	0.039631994	0.049050312	0.085474001	0.063759714	0.078490836	0.057163954
k141_3053867_6	Nitrospirae	0.111688126	0.165625959	0.144124397	0.157414478	0.194543932	0.157189438	0.154493011
k141_3054439_9	Gammaproteobacteria	0.000998067	0.000988534	0.002617091	0.002709172	0.004563245	0.109531085	0.002722056
k141_3060775_9	Alphaproteobacteria	9.96E-05	4.62E-05	0.000361495	3.35E-06	0.00011136	0.093915676	3.15E-05
k141_3062605_33	Alphaproteobacteria	0.042820725	0.053505739	0.052863378	0.02762658	0.046629265	0.062903349	0.042624729
k141_3062823_1	unclassify	0.017844042	0.042063175	0.025277257	0.037165067	0.046533434	0.056768503	0.034840057
k141_3064510_2	Chloroflexi	0.008278752	0.014736542	0.001893273	0.008569507	0.005835949	0.004576875	0.011279627
k141_3065454_9	Alphaproteobacteria	0.036365316	0.035628468	0.031403485	0.022828199	0.033869209	0.041245377	0.040095043
k141_3081586_4	Alphaproteobacteria	0.390763672	0.311821706	0.275575605	0.460053216	0.50953998	0.35783518	0.376102123
k141_3088658_2	Gemmatimonadetes	0.013297913	0.012162134	0.009485081	0.029195475	0.011694962	0.021669372	0.014072472
k141_3099034_4	Acidobacteria	0.012308336	0.01316694	0.022843158	0.007927862	0.010538915	0.008496312	0.008888153
k141_3099404_1	Alphaproteobacteria	0.037241246	0.035514576	0.042954682	0.018076418	0.039736757	0.02924503	0.022598714
k141_3101971_2	Alphaproteobacteria	0.009724164	0.010596093	0.015020744	0.016850359	0.018594902	0.008096249	0.025056706
k141_3103270_2	unclassify	0.029324897	0.023168329	0.012629016	0.021884546	0.033111045	0.021400242	0.031378843
k141_3103870_4	Gammaproteobacteria	0.041317568	0.030984533	0.033324915	0.011687235	0.007154018	0.011654789	0.017834795
k141_3113178_1	Betaproteobacteria	0.078738613	0.063576203	0.066250189	0.051990531	0.02820544	0.048402961	0.055023392
k141_3114032_3	Thaumarchaeota	0.053043677	0.016357005	0.039534443	0.029653685	0.027505986	0.006423337	0.006508475
k141_3115710_6	Alphaproteobacteria	0.014910795	0.007300209	0.006439292	0.009413035	0.016925698	0.032019988	0.010854111
k141_3124641_2	Gammaproteobacteria	0.038295484	0.030194898	0.036762956	0.019924046	0.013074068	0.02021895	0.025282704
k141_3127503_3	Chloroflexi	0.002739618	0.007290257	0	0.001290073	0.001656538	0.01565321	0.001378136
k141_3134729_2	unclassify	0.008150247	0.026566126	0.017556571	0.006876915	0	0.00718025	0.007454252
k141_3138802_4	Alphaproteobacteria	0.166709349	0.275648848	0.199675939	0.187115418	0.176865301	0.201345397	0.201084515
k141_3151166_3	Acidobacteria	0.082465417	0.086509303	0.090376301	0.104803665	0.086102269	0.08475225	0.098541124
k141_3157825_4	Thaumarchaeota	0.087730063	0.133455177	0.12087811	0.04537662	0.041076613	0.037192144	0.045773114
k141_3161794_45	unclassify	0.039078951	0.034446126	0.037640908	0.048910595	0.068161996	0.055550628	0.043030694
k141_3164046_3	Gammaproteobacteria	0.060623984	0.05151019	0.046793153	0.096754462	0.074837148	0.086880627	0.06135232
k141_3167910_3	unclassify	0.006089085	0.005283819	0.005173376	0.003993299	0.005083708	0.009228008	0.004265891
k141_317083_2	Chloroflexi	0.096371914	0.088489483	0.091311578	0.115568161	0.089862141	0.1274223	0.109621471
k141_3171128_1	Chloroflexi	0.026769357	0.016431171	0.022136157	0.048965696	0.049695069	0.043476239	0.032079813
k141_3172944_1	Chloroflexi	0.042735625	0.030087271	0.030485482	0.038650602	0.044493187	0.042261916	0.048668751
k141_3175761_2	Alphaproteobacteria	0.022072558	0.019598867	0.009371343	0.004867461	0.009571383	0.006083946	0.013617966
k141_31773_1	other	0.012432299	0.020424367	0.004392196	0.004520415	0.001451128	0	0.00845073
k141_3177719_2	Gammaproteobacteria	0.00343819	0.008076172	0.003564204	0.022667074	0.003717107	0.00583453	0.003302328
k141_3184950_1	Planctomycetes	0.012809847	0.040340347	0.01227134	0.011658064	0.013098507	0.00747063	0.018219346
k141_3190934_11	Planctomycetes	0.128638227	0.103378574	0.109655646	0.15258339	0.164222331	0.181078475	0.175571718
k141_3194524_2	Thaumarchaeota	0.153650202	0.137562422	0.151562069	0.09241291	0.073409553	0.077440054	0.108726246
k141_3194698_5	Thaumarchaeota	0.033170451	0.088462673	0.078144604	0.050220167	0.026679214	0.052999004	0.043634898
k141_3195826_1	Acidobacteria	0.021167779	0.024709284	0.015372579	0.019010244	0.026828601	0.019371696	0.024960184
k141_3198112_2	Thaumarchaeota	0.15621119	0.130260302	0.221431092	0.153422016	0.08353056	0.111206925	0.134579719
k141_3201203_5	Gammaproteobacteria	0.036200471	0.024690503	0.031471443	0.021663029	0.031722034	0.011223004	0.033250858
k141_3202855_4	Chloroflexi	0.013588353	0.009764221	0.00388475	0.008347934	0.004331724	0.018736171	0.007870988
k141_3209364_1	Alphaproteobacteria	0.005181543	0.007647092	0.002095457	0.021292908	0.001365125	0.004878314	0.007706523
k141_3210851_10	Gammaproteobacteria	0.03136617	0.029121965	0.010610123	0.011195315	0.006135532	0.014031492	0.006490205
k141_3211412_3	unclassify	0.011187503	0.001051951	0.003489174	0.002456082	0.001375476	0.00239319	0
k141_3215429_1	Planctomycetes	0.005961018	0.017791845	0.012908099	0.014126296	0.030648814	0.017241966	0.020213146
k141_321770_3	Planctomycetes	0.025344489	0.004647555	0.006966211	0.004416968	0.009206201	0.004665135	0.0105311
k141_321819_3	Planctomycetes	0.0042822	0.017284877	0.014512602	0.018751908	0.008461385	0.004803224	0.009789713
k141_3221760_2	Acidobacteria	0.031132194	0.058858297	0.043124873	0.023386572	0.026419046	0.020429892	0.03588457
k141_3222677_2	Betaproteobacteria	0.071818129	0.037387729	0.046156138	0.024474036	0.014367599	0.012531818	0.031200973
k141_3225345_4	Acidobacteria	0.022985833	0.01755833	0.008019137	0.008842751	0.003657828	0.008813698	0.007557102
k141_3226182_4	Planctomycetes	0.054017113	0.033530381	0.02081569	0.026274333	0.038145475	0.02572857	0.013028585
k141_3236100_4	Nitrospirae	0.10369821	0.165593317	0.130037213	0.106690631	0.149406713	0.149054891	0.158273669
k141_3236556_1	unclassify	0.013948717	0.006888841	0.005271828	0.023038669	0.001592021	0.001454927	0.006906124
k141_3240336_4	Gammaproteobacteria	0.141507165	0.155536916	0.131175754	0.214293725	0.281457174	0.236841528	0.211511706
k141_3248084_4	unclassify	0.037643056	0.036492463	0.028997394	0.017434637	0.019933795	0.027668076	0.033361447
k141_3249793_1	Alphaproteobacteria	0.027173726	0.026776549	0.019168805	0.026248423	0.023452148	0.026255442	0.041819334
k141_3259355_4	Alphaproteobacteria	0.048201644	0.034162993	0.016712853	0.040482018	0.022908761	0.036595794	0.037251002
k141_3262842_15	Thaumarchaeota	0.063875931	0.112728203	0.104729558	0.094137771	0.125086583	0.133264671	0.148488594
k141_3267290_3	Chloroflexi	0.009796042	0.003530887	0.008010276	0.015042953	0.019880053	0.006012409	0.01112526
k141_3270753_2	Alphaproteobacteria	0.029123638	0.016503797	0.030189094	0.02690017	0.027474764	0.017135947	0.040582015
k141_3281944_3	Gammaproteobacteria	0.023001362	0.019284038	0.025025425	0.028933768	0.016105128	0.035513811	0.043436081
k141_3293918_5	Planctomycetes	0.024259746	0.019503482	0.020777819	0.02039843	0.042847858	0.022208249	0.036263574
k141_3295567_2	Alphaproteobacteria	0.014993726	0.002383482	0.007527365	0.005543359	0.00251869	0.006013613	0.015432229
k141_3297621_2	Acidobacteria	0.011999958	0.004934744	0.007017306	0.01826057	0.010538327	0.011964457	0.008767227
