query	name
KW1-S08_229_cg322_6	GlpE
KW1-S21_144_cg347_6	GlpE
KW1-S21_28_cg140_23	GlpE
KW1-S11_15_cg125_2	GlpE
KW1-S08_280_cg244_9	GlpE
KW1-S15_117_cg20_2	GlpE
KW1-S08_28_cg177_9	GlpE
KW1-S15_2_cg87_6	GlpE
KW1-S08_46_cg323_1	GlpE
KW1-S08_89_cg597_4	GlpE
KW1-S11_18_cg257_1	GlpE
KW1-S11_146_cg130_5	GlpE
KW1-S15_262_cg296_2	GlpE
KW1-S11_120_cg28_5	GlpE
KW1-S05_82_cg177_25	GlpE
KW1-S05_58_cg83_11	GlpE
KW1-S05_108_cg44_3	GlpE
A5-S04_187_cg236_11	GlpE
KW1-S21_231_cg96_7	GlpE
KW1-S05_110_cg281_3	GlpE
KW1-S11_109_cg165_4	GlpE
A5-S03_4_cg159_6	GlpE
KW1-S21_271_cg13_7	GlpE
KW1-S05_148_cg109_2	GlpE
KW1-S15_266_cg18_6	GlpE
A5-S04_22_cg242_2	GlpE
KW1-S08_226_cg127_7	GlpE
KW1-S21_27_cg503_8	GlpE
KW1-S15_149_cg468_2	GlpE
KW1-S05_108_cg266_11	GlpE
KW1-S08_121_cg166_24	GlpE
KW1-S05_81_cg226_18	GlpE
KW1-S05_82_cg44_25	GlpE
KW1-S11_157_cg102_5	GlpE
KW1-S15_215_cg179_4	GlpE
KW1-S15_112_cg23_11	GlpE
KW1-S08_233_cg15_4	GlpE
KW1-S08_24_cg496_2	GlpE
KW1-S15_227_cg23_6	GlpE
KW1-S08_208_cg59_10	GlpE
A5-S04_95_cg214_2	GlpE
A5-S04_75_cg236_1	GlpE
KW1-S08_174_cg388_2	GlpE
KW1-S15_162_cg5_3	GlpE
KW1-S21_242_cg191_2	GlpE
KW1-S15_188_cg52_2	GlpE
KW1-S21_141_cg216_13	GlpE
KW1-S15_262_cg207_6	GlpE
KW1-S08_268_cg21_20	GlpE
KW1-S15_144_cg117_9	GlpE
KW1-S15_279_cg53_7	GlpE
KW1-S11_87_cg62_1	GlpE
KW1-S11_18_cg367_4	GlpE
KW1-S15_114_cg50_2	GlpE
KW1-S15_218_cg247_4	GlpE
KW1-S15_41_cg184_2	GlpE
KW1-S11_120_cg65_16	GlpE
A5-S03_23_cg230_4	GlpE
KW1-S08_134_cg428_8	GlpE
KW1-S08_133_cg104_2	GlpE
KW1-S11_65_cg49_3	GlpE
KW1-S08_222_cg332_10	GlpE
KW1-S08_24_cg390_7	GlpE
KW1-S08_133_cg150_4	GlpE
KW1-S08_24_cg659_3	GlpE
KW1-S21_168_cg602_5	GlpE
KW1-S21_104_cg19_3	GlpE
KW1-S15_114_cg13_12	GlpE
KW1-S05_45_cg51_16	GlpE
KW1-S15_267_cg286_1	GlpE
KW1-S21_168_cg437_12	GlpE
KW1-S08_134_cg498_1	GlpE
A5-S04_30_cg84_6	GlpE
A5-S04_125_cg223_10	GlpE
KW1-S15_2_cg158_2	GlpE
KW1-S15_306_cg123_7	GlpE
KW1-S08_251_cg44_4	GlpE
KW1-S08_174_cg8_2	GlpE
KW1-S11_89_cg135_2	GlpE
KW1-S15_183_cg39_2	GlpE
KW1-S21_160_cg292_3	GlpE
KW1-S11_120_cg82_1	GlpE
KW1-S05_148_cg62_3	GlpE
KW1-S15_266_cg218_1	GlpE
KW1-S08_280_cg229_4	GlpE
KW1-S08_237_cg2_1	GlpE
KW1-S05_126_cg227_4	GlpE
KW1-S21_174_cg275_1	GlpE
KW1-S15_97_cg206_1	GlpE
KW1-S08_200_cg3_3	GlpE
A5-S04_220_cg73_42	GlpE
KW1-S15_75_cg193_8	GlpE
KW1-S21_82_cg115_40	GlpE
KW1-S11_157_cg17_15	GlpE
KW1-S08_123_cg32_5	GlpE
KW1-S08_208_cg110_1	GlpE
KW1-S08_121_cg145_12	GlpE
KW1-S08_242_cg450_7	GlpE
KW1-S21_52_cg510_2	GlpE
A5-S04_70_cg185_5	GlpE
A5-S03_29_cg54_6	GlpE
KW1-S08_155_cg330_4	GlpE
KW1-S15_115_cg181_4	GlpE
A5-S04_79_cg286_2	GlpE
KW1-S15_211_cg415_3	GlpE
A5-S03_29_cg4_3	GlpE
KW1-S21_141_cg640_5	GlpE
KW1-S15_112_cg390_14	GlpE
KW1-S08_155_cg197_2	GlpE
KW1-S08_198_cg44_22	GlpE
KW1-S21_73_cg78_3	GlpE
KW1-S05_82_cg99_1	GlpE
A5-S03_71_cg193_23	GlpE
KW1-S05_45_cg94_12	GlpE
KW1-S11_109_cg179_2	GlpE
KW1-S05_81_cg99_1	GlpE
KW1-S05_127_cg5_5	GlpE
KW1-S15_126_cg116_4	GlpE
A5-S04_119_cg208_8	GlpE
KW1-S21_32_cg102_5	GlpE
KW1-S05_148_cg70_1	GlpE
KW1-S08_268_cg159_13	GlpE
KW1-S15_266_cg85_4	GlpE
KW1-S11_120_cg178_45	GlpE
KW1-S08_192_cg271_8	GlpE
KW1-S11_146_cg188_8	GlpE
KW1-S21_6_cg240_4	GlpE
A5-S04_22_cg140_1	GlpE
KW1-S08_226_cg171_2	GlpE
KW1-S15_306_cg298_17	GlpE
KW1-S05_82_cg112_24	GlpE
KW1-S21_168_cg186_7	GlpE
KW1-S15_188_cg30_2	GlpE
KW1-S21_138_cg341_1	GlpE
KW1-S08_186_cg146_11	GlpE
KW1-S15_72_cg268_5	GlpE
KW1-S15_72_cg318_5	GlpE
A5-S03_47_cg151_14	GlpE
KW1-S11_145_cg201_11	GlpE
KW1-S08_128_cg143_3	GlpE
KW1-S21_27_cg282_5	GlpE
A5-S04_200_cg163_4	GlpE
KW1-S08_46_cg613_4	GlpE
KW1-S15_279_cg132_8	GlpE
KW1-S15_149_cg92_8	GlpE
KW1-S05_12_cg49_2	GlpE
KW1-S05_58_cg1_10	GlpE
KW1-S08_174_cg28_5	GlpE
KW1-S15_183_cg151_9	GlpE
KW1-S21_160_cg173_6	GlpE
KW1-S15_137_cg639_4	GlpE
A5-S04_200_cg233_8	GlpE
KW1-S08_89_cg297_2	GlpE
KW1-S21_231_cg467_13	GlpE
KW1-S11_103_cg62_8	GlpE
KW1-S11_87_cg140_3	GlpE
KW1-S15_23_cg186_1	GlpE
KW1-S11_124_cg52_3	GlpE
KW1-S08_62_cg281_3	GlpE
A5-S04_105_cg368_3	GlpE
KW1-S11_190_cg121_3	GlpE
KW1-S15_187_cg143_1	GlpE
A5-S04_226_cg125_5	GlpE
A5-S03_18_cg346_2	GlpE
KW1-S11_179_cg79_17	GlpE
KW1-S11_24_cg327_2	GlpE
A5-S04_33_cg59_8	GlpE
KW1-S05_85_cg529_3	GlpE
KW1-S21_115_cg365_5	GlpE
KW1-S08_12_cg389_1	GlpE
KW1-S08_213_cg244_14	GlpE
KW1-S05_43_cg108_6	GlpE
KW1-S11_180_cg112_5	GlpE
KW1-S15_41_cg439_11	GlpE
KW1-S08_280_cg395_6	GlpE
KW1-S21_242_cg272_2	GlpE
KW1-S21_104_cg34_2	GlpE
KW1-S15_14_cg565_2	GlpE
KW1-S15_115_cg267_6	GlpE
A5-S04_18_cg279_1	GlpE
KW1-S11_156_cg338_3	GlpE
KW1-S21_123_cg154_13	GlpE
A5-S03_147_cg75_15	GlpE
KW1-S05_59_cg214_6	GlpE
KW1-S11_42_cg58_2	GlpE
KW1-S15_162_cg12_11	GlpE
A5-S04_75_cg155_15	GlpE
KW1-S21_28_cg52_6	GlpE
KW1-S21_238_cg115_12	GlpE
KW1-S11_81_cg2_9	GlpE
KW1-S15_16_cg130_10	GlpE
KW1-S05_12_cg40_11	GlpE
KW1-S11_125_cg209_11	GlpE
A5-S04_114_cg123_2	GlpE
KW1-S15_293_cg110_5	GlpE
KW1-S08_133_cg223_46	GlpE
KW1-S08_133_cg223_47	GlpE
KW1-S21_52_cg67_3	GlpE
A5-S04_77_cg364_6	GlpE
KW1-S05_141_cg82_5	GlpE
KW1-S08_229_cg322_15	GlpE
KW1-S21_144_cg367_4	GlpE
KW1-S11_15_cg34_4	GlpE
KW1-S15_117_cg244_4	GlpE
A5-S03_23_cg315_8	GlpE
KW1-S15_114_cg57_62	GlpE
KW1-S08_251_cg25_1	GlpE
KW1-S08_144_cg458_2	GlpE
A5-S03_71_cg86_13	GlpE
KW1-S05_43_cg487_21	GlpE
KW1-S15_262_cg143_3	GlpE
KW1-S15_218_cg327_6	GlpE
A5-S03_6_cg315_3	GlpE
A5-S04_30_cg206_2	GlpE
A5-S04_125_cg81_6	GlpE
KW1-S15_41_cg8_6	GlpE
KW1-S08_280_cg71_3	GlpE
KW1-S15_306_cg380_96	GlpE
KW1-S21_196_cg81_9	GlpE
KW1-S05_110_cg281_10	GlpE
KW1-S08_28_cg576_3	GlpE
A5-S04_77_cg366_4	GlpE
KW1-S05_141_cg205_2	GlpE
KW1-S08_229_cg222_1	GlpE
KW1-S21_144_cg299_4	GlpE
KW1-S15_117_cg144_2	GlpE
A5-S03_23_cg48_1	GlpE
KW1-S08_134_cg471_9	GlpE
KW1-S11_24_cg484_4	GlpE
KW1-S05_124_cg511_3	GlpE
KW1-S15_200_cg241_3	GlpE
KW1-S05_45_cg37_39	GlpE
KW1-S15_126_cg152_8	GlpE
KW1-S15_112_cg481_15	GlpE
KW1-S08_192_cg41_4	GlpE
KW1-S15_197_cg381_6	GlpE
KW1-S21_168_cg206_6	GlpE
A5-S03_104_cg76_1	GlpE
A5-S03_30_cg401_1	GlpE
KW1-S15_187_cg247_3	GlpE
A5-S04_112_cg242_1	GlpE
A5-S04_18_cg399_2	GlpE
A5-S04_18_cg519_1	GlpE
A5-S03_18_cg338_1	GlpE
KW1-S11_156_cg149_4	GlpE
KW1-S15_72_cg121_13	GlpE
A5-S03_163_cg351_3	GlpE
KW1-S08_236_cg172_9	GlpE
KW1-S15_218_cg368_46	GlpE
A5-S04_30_cg63_3	GlpE
A5-S04_125_cg281_5	GlpE
A5-S04_77_cg4_1	GlpE
KW1-S08_229_cg349_1	GlpE
KW1-S15_117_cg227_1	GlpE
A5-S03_23_cg88_2	GlpE
KW1-S21_27_cg658_8	GlpE
KW1-S11_15_cg239_3	GlpE
KW1-S21_231_cg486_3	GlpE
KW1-S05_110_cg271_4	GlpE
KW1-S08_236_cg369_15	GlpE
KW1-S15_2_cg77_9	GlpE
KW1-S11_65_cg84_9	GlpE
KW1-S08_222_cg222_9	GlpE
KW1-S08_30_cg333_3	GlpE
KW1-S21_271_cg163_1	GlpE
KW1-S15_266_cg20_2	GlpE
KW1-S08_226_cg248_1	GlpE
KW1-S15_306_cg189_1	GlpE
KW1-S15_267_cg155_1	GlpE
KW1-S11_157_cg91_4	GlpE
KW1-S08_208_cg46_1	GlpE
KW1-S05_127_cg355_3	GlpE
KW1-S15_126_cg30_3	GlpE
A5-S04_119_cg372_9	GlpE
KW1-S21_6_cg121_5	GlpE
A5-S04_30_cg85_6	GlpE
A5-S04_30_cg246_5	GlpE
A5-S04_125_cg66_2	GlpE
A5-S04_125_cg253_5	GlpE
KW1-S15_211_cg286_3	GlpE
KW1-S11_109_cg235_10	GlpE
A5-S03_4_cg35_3	GlpE
KW1-S21_271_cg189_4	GlpE
KW1-S05_148_cg121_8	GlpE
KW1-S15_266_cg181_3	GlpE
A5-S04_22_cg170_3	GlpE
KW1-S08_226_cg29_10	GlpE
KW1-S15_132_cg541_21	GlpE
A5-S03_47_cg157_2	GlpE
KW1-S15_23_cg287_5	GlpE
KW1-S08_128_cg157_4	GlpE
A5-S04_200_cg206_2	GlpE
KW1-S11_120_cg183_7	GlpE
KW1-S15_137_cg207_4	GlpE
A5-S04_114_cg131_12	GlpE
KW1-S21_27_cg366_7	GlpE
KW1-S21_231_cg367_18	GlpE
KW1-S08_46_cg189_5	GlpE
A5-S03_163_cg390_4	GlpE
KW1-S15_149_cg38_2	GlpE
KW1-S08_89_cg405_8	GlpE
KW1-S11_124_cg210_5	GlpE
KW1-S15_293_cg192_13	GlpE
A5-S04_105_cg72_1	GlpE
A5-S04_187_cg57_17	GlpE
KW1-S15_72_cg402_11	GlpE
KW1-S11_146_cg53_95	GlpE
KW1-S15_96_cg263_4	GlpE
KW1-S08_198_cg33_12	GlpE
KW1-S15_211_cg481_7	GlpE
KW1-S21_242_cg20_4	GlpE
KW1-S15_188_cg109_1	GlpE
KW1-S15_8_cg270_6	GlpE
KW1-S21_141_cg410_5	GlpE
KW1-S11_145_cg349_3	GlpE
KW1-S21_138_cg73_7	GlpE
A5-S03_68_cg83_6	GlpE
KW1-S11_176_cg193_6	GlpE
KW1-S08_186_cg287_6	GlpE
KW1-S15_98_cg378_1	GlpE
A5-S04_33_cg23_21	GlpE
A5-S03_100_cg114_27	GlpE
KW1-S05_85_cg2_1	GlpE
A5-S03_156_cg378_5	GlpE
KW1-S11_18_cg364_8	GlpE
A5-S04_155_cg169_8	GlpE
KW1-S08_12_cg375_1	GlpE
KW1-S08_17_cg145_2	GlpE
A5-S03_29_cg389_5	GlpE
KW1-S08_155_cg16_7	GlpE
KW1-S11_99_cg108_4	GlpE
KW1-S21_28_cg133_4	GlpE
KW1-S05_58_cg120_5	GlpE
KW1-S05_81_cg22_4	GlpE
KW1-S15_114_cg44_7	GlpE
KW1-S08_144_cg323_7	GlpE
KW1-S08_144_cg323_9	GlpE
KW1-S15_267_cg30_2	GlpE
KW1-S15_188_cg32_5	GlpE
KW1-S08_268_cg72_16	GlpE
KW1-S21_160_cg205_5	GlpE
KW1-S15_279_cg39_13	GlpE
KW1-S15_197_cg76_20	GlpE
KW1-S21_196_cg104_10	GlpE
KW1-S08_134_cg55_14	GlpE
KW1-S15_200_cg55_12	GlpE
KW1-S15_112_cg612_9	GlpE
KW1-S11_103_cg21_3	GlpE
KW1-S08_28_cg600_3	GlpE
KW1-S08_174_cg82_5	GlpE
KW1-S15_97_cg94_13	GlpE
KW1-S11_89_cg175_12	GlpE
KW1-S15_183_cg328_3	GlpE
KW1-S08_237_cg566_4	GlpE
KW1-S15_31_cg185_1	GlpE
KW1-S11_103_cg119_5	GlpE
KW1-S11_163_cg174_1	GlpE
KW1-S21_104_cg637_5	GlpE
KW1-S15_200_cg177_7	GlpE
KW1-S15_114_cg44_5	GlpE
A5-S04_77_cg254_4	GlpE
KW1-S08_229_cg227_1	GlpE
KW1-S21_144_cg290_16	GlpE
KW1-S11_15_cg1_3	GlpE
KW1-S11_15_cg393_3	GlpE
KW1-S08_28_cg600_4	GlpE
KW1-S15_117_cg19_5	GlpE
A5-S03_23_cg362_3	GlpE
KW1-S15_262_cg209_9	GlpE
KW1-S08_122_cg3_6	GlpE
KW1-S15_262_cg209_13	GlpE
KW1-S15_218_cg456_4	GlpE
KW1-S08_122_cg3_2	GlpE
KW1-S11_180_cg40_3	GlpE
A5-S03_93_cg398_1	GlpE
KW1-S21_85_cg332_3	GlpE
A5-S03_6_cg363_4	GlpE
KW1-S15_2_cg4_19	GlpE
KW1-S15_197_cg359_8	GlpE
KW1-S21_196_cg105_9	GlpE
KW1-S05_43_cg364_3	GlpE
KW1-S15_41_cg45_4	GlpE
KW1-S15_41_cg263_4	GlpE
KW1-S08_280_cg160_1	GlpE
KW1-S08_192_cg504_13	GlpE
KW1-S21_52_cg27_2	GlpE
KW1-S15_14_cg595_2	GlpE
KW1-S08_237_cg206_14	GlpE
KW1-S21_104_cg161_2	GlpE
A5-S04_18_cg246_7	GlpE
KW1-S08_134_cg137_3	GlpE
KW1-S15_279_cg26_1	GlpE
KW1-S15_211_cg111_3	GlpE
KW1-S11_156_cg31_13	GlpE
KW1-S15_267_cg185_1	GlpE
KW1-S15_188_cg184_10	GlpE
KW1-S05_127_cg285_2	GlpE
KW1-S15_126_cg63_4	GlpE
A5-S04_119_cg154_3	GlpE
KW1-S08_268_cg31_1	GlpE
KW1-S11_103_cg29_6	GlpE
KW1-S21_6_cg417_4	GlpE
A5-S03_104_cg32_6	GlpE
KW1-S15_215_cg130_5	GlpE
KW1-S08_233_cg128_1	GlpE
KW1-S08_192_cg418_3	GlpE
KW1-S21_73_cg74_5	GlpE
KW1-S21_168_cg474_4	GlpE
A5-S04_95_cg188_3	GlpE
KW1-S08_268_cg78_1	GlpE
KW1-S15_112_cg9_8	GlpE
KW1-S21_32_cg232_3	GlpE
KW1-S08_213_cg274_7	GlpE
A5-S03_147_cg9_4	GlpE
A5-S04_226_cg248_6	GlpE
KW1-S11_42_cg191_3	GlpE
KW1-S15_162_cg65_4	GlpE
KW1-S15_187_cg341_17	GlpE
A5-S04_77_cg124_8	GlpE
KW1-S05_141_cg320_4	GlpE
KW1-S08_229_cg26_4	GlpE
KW1-S21_144_cg228_5	GlpE
KW1-S15_112_cg9_7	GlpE
KW1-S11_15_cg317_24	GlpE
KW1-S05_108_cg106_2	GlpE
KW1-S15_117_cg327_10	GlpE
A5-S03_23_cg351_13	GlpE
A5-S04_85_cg363_7	GlpE
KW1-S11_180_cg272_3	GlpE
A5-S03_93_cg507_2	GlpE
KW1-S11_87_cg88_1	GlpE
A5-S04_112_cg237_9	GlpE
KW1-S21_193_cg227_3	GlpE
KW1-S21_193_cg275_5	GlpE
KW1-S21_123_cg128_17	GlpE
KW1-S15_306_cg380_7	GlpE
KW1-S21_32_cg133_11	GlpE
KW1-S11_156_cg142_1	GlpE
KW1-S08_24_cg117_2	GlpE
KW1-S11_65_cg187_7	GlpE
KW1-S11_24_cg286_5	GlpE
KW1-S15_117_cg397_2	GlpE
A5-S04_77_cg124_7	GlpE
KW1-S11_157_cg102_6	GlpE
KW1-S21_193_cg178_5	GlpE
KW1-S11_190_cg203_3	GlpE
KW1-S05_141_cg320_3	GlpE
KW1-S11_24_cg286_6	GlpE
KW1-S08_229_cg26_5	GlpE
KW1-S21_144_cg228_6	GlpE
KW1-S08_208_cg59_9	GlpE
KW1-S11_15_cg317_23	GlpE
KW1-S08_28_cg907_6	GlpE
KW1-S21_85_cg14_3	GlpE
KW1-S15_117_cg327_9	GlpE
KW1-S15_117_cg397_3	GlpE
A5-S03_23_cg351_12	GlpE
KW1-S15_227_cg23_5	GlpE
KW1-S11_120_cg43_26	GlpE
KW1-S11_146_cg206_26	GlpE
KW1-S15_279_cg221_4	GlpE
KW1-S05_82_cg100_26	GlpE
KW1-S15_200_cg641_7	GlpE
KW1-S05_81_cg140_40	GlpE
KW1-S21_189_cg134_2	GlpE
KW1-S15_144_cg61_24	GlpE
A5-S03_71_cg53_5	GlpE
KW1-S05_45_cg30_1	GlpE
KW1-S21_197_cg206_20	GlpE
KW1-S08_30_cg208_4	GlpE
KW1-S05_112_cg151_11	GlpE
A5-S04_95_cg62_2	GlpE
KW1-S15_267_cg147_2	GlpE
KW1-S15_72_cg201_10	GlpE
KW1-S11_124_cg290_17	GlpE
KW1-S15_234_cg179_1	GlpE
KW1-S08_62_cg272_2	GlpE
KW1-S05_58_cg182_6	GlpE
KW1-S15_187_cg198_2	GlpE
KW1-S15_306_cg380_75	GlpE
KW1-S21_32_cg61_3	GlpE
KW1-S15_114_cg54_10	GlpE
KW1-S15_218_cg49_1	GlpE
KW1-S08_122_cg64_2	GlpE
KW1-S08_30_cg414_5	GlpE
KW1-S08_144_cg399_3	GlpE
A5-S04_136_cg129_5	GlpE
KW1-S15_132_cg363_7	GlpE
KW1-S21_189_cg628_3	GlpE
KW1-S21_231_cg271_3	GlpE
KW1-S15_96_cg293_1	GlpE
KW1-S08_198_cg96_17	GlpE
KW1-S08_134_cg171_18	GlpE
A5-S04_22_cg148_2	GlpE
KW1-S21_168_cg236_14	GlpE
KW1-S15_72_cg343_3	GlpE
KW1-S05_127_cg504_3	GlpE
KW1-S08_192_cg387_23	GlpE
KW1-S11_146_cg48_6	GlpE
KW1-S21_6_cg123_11	GlpE
KW1-S05_82_cg187_2	GlpE
A5-S03_104_cg18_3	GlpE
A5-S03_29_cg142_2	GlpE
A5-S04_155_cg186_5	GlpE
KW1-S21_27_cg489_7	GlpE
KW1-S08_46_cg621_4	GlpE
KW1-S15_149_cg524_5	GlpE
KW1-S15_98_cg28_5	GlpE
KW1-S08_155_cg181_1	GlpE
KW1-S05_85_cg168_1	GlpE
A5-S04_187_cg61_2	GlpE
KW1-S11_99_cg18_5	GlpE
A5-S04_33_cg296_5	GlpE
A5-S04_79_cg421_2	GlpE
KW1-S21_115_cg363_6	GlpE
KW1-S08_12_cg92_4	GlpE
KW1-S08_17_cg183_2	GlpE
KW1-S15_267_cg171_8	GlpE
KW1-S15_8_cg75_5	GlpE
KW1-S21_141_cg225_4	GlpE
KW1-S15_23_cg27_3	GlpE
KW1-S21_138_cg69_2	GlpE
KW1-S05_141_cg61_3	GlpE
KW1-S11_176_cg95_2	GlpE
KW1-S11_24_cg204_1	GlpE
KW1-S08_186_cg162_5	GlpE
KW1-S08_229_cg48_2	GlpE
A5-S03_100_cg201_2	GlpE
KW1-S15_117_cg238_3	GlpE
A5-S04_155_cg111_2	GlpE
KW1-S05_81_cg205_6	GlpE
KW1-S21_32_cg114_28	GlpE
KW1-S11_87_cg97_16	GlpE
KW1-S15_211_cg405_5	GlpE
KW1-S15_215_cg227_18	GlpE
KW1-S21_197_cg80_4	GlpE
A5-S03_71_cg101_7	GlpE
KW1-S11_190_cg492_3	GlpE
KW1-S08_251_cg151_3	GlpE
KW1-S11_180_cg257_5	GlpE
A5-S03_93_cg376_3	GlpE
KW1-S11_65_cg287_10	GlpE
A5-S04_18_cg245_2	GlpE
KW1-S08_222_cg143_4	GlpE
KW1-S08_133_cg203_3	GlpE
KW1-S15_306_cg390_1	GlpE
A5-S03_147_cg95_1	GlpE
KW1-S15_162_cg71_9	GlpE
KW1-S15_162_cg172_1	GlpE
KW1-S11_42_cg213_1	GlpE
KW1-S08_121_cg77_1	GlpE
KW1-S08_133_cg62_7	GlpE
A5-S04_187_cg236_20	GlpE
A5-S04_77_cg175_8	GlpE
KW1-S05_141_cg435_2	GlpE
KW1-S15_72_cg117_5	GlpE
KW1-S08_229_cg84_4	GlpE
KW1-S21_144_cg375_6	GlpE
KW1-S11_15_cg152_2	GlpE
KW1-S08_198_cg297_5	GlpE
KW1-S15_117_cg252_2	GlpE
KW1-S21_189_cg610_2	GlpE
KW1-S15_137_cg151_5	GlpE
KW1-S21_231_cg302_5	GlpE
KW1-S15_96_cg132_8	GlpE
KW1-S08_89_cg594_6	GlpE
KW1-S15_187_cg173_2	GlpE
KW1-S15_187_cg361_7	GlpE
KW1-S05_81_cg165_14	GlpE
KW1-S15_218_cg211_5	GlpE
KW1-S21_32_cg68_95	GlpE
KW1-S15_98_cg264_4	GlpE
KW1-S11_146_cg141_2	GlpE
A5-S04_33_cg91_4	GlpE
A5-S04_30_cg16_2	GlpE
A5-S04_125_cg164_6	GlpE
A5-S04_125_cg265_3	GlpE
KW1-S15_279_cg41_4	GlpE
KW1-S15_306_cg399_2	GlpE
A5-S03_18_cg79_2	GlpE
A5-S03_18_cg208_4	GlpE
KW1-S21_115_cg32_3	GlpE
KW1-S08_12_cg338_12	GlpE
KW1-S21_168_cg153_5	GlpE
KW1-S08_122_cg64_3	GlpE
KW1-S15_72_cg193_11	GlpE
KW1-S21_27_cg666_6	GlpE
KW1-S21_231_cg560_3	GlpE
KW1-S08_46_cg630_2	GlpE
A5-S03_163_cg186_7	GlpE
KW1-S15_96_cg449_6	GlpE
KW1-S15_149_cg5_2	GlpE
KW1-S08_89_cg89_2	GlpE
KW1-S15_23_cg33_7	GlpE
KW1-S21_238_cg10_7	GlpE
KW1-S05_110_cg231_2	GlpE
KW1-S15_16_cg72_27	GlpE
KW1-S11_120_cg135_62	GlpE
KW1-S21_260_cg134_8	GlpE
A5-S03_33_cg208_7	GlpE
KW1-S05_77_cg253_2	GlpE
A5-S04_114_cg117_8	GlpE
KW1-S08_62_cg222_3	GlpE
KW1-S05_58_cg34_29	GlpE
A5-S04_105_cg187_3	GlpE
KW1-S11_81_cg24_6	GlpE
KW1-S15_132_cg180_19	GlpE
KW1-S21_189_cg21_2	GlpE
KW1-S21_189_cg192_8	GlpE
KW1-S15_137_cg555_2	GlpE
KW1-S11_125_cg121_6	GlpE
KW1-S15_75_cg81_13	GlpE
KW1-S08_198_cg114_58	GlpE
KW1-S05_12_cg66_23	GlpE
KW1-S21_82_cg147_13	GlpE
KW1-S15_293_cg169_8	GlpE
A5-S04_187_cg254_5	GlpE
KW1-S08_128_cg288_8	GlpE
A5-S04_200_cg230_4	GlpE
KW1-S05_53_cg316_8	GlpE
KW1-S11_146_cg31_3	GlpE
KW1-S05_82_cg201_3	GlpE
KW1-S21_28_cg133_8	GlpE
KW1-S08_237_cg472_3	GlpE
KW1-S21_104_cg292_3	GlpE
A5-S04_220_cg82_6	GlpE
KW1-S11_124_cg349_4	GlpE
KW1-S21_238_cg15_59	GlpE
KW1-S05_110_cg95_4	GlpE
KW1-S11_125_cg43_6	GlpE
KW1-S05_124_cg395_2	GlpE
KW1-S15_75_cg104_41	GlpE
KW1-S11_120_cg43_32	GlpE
KW1-S08_62_cg77_9	GlpE
KW1-S05_58_cg127_11	GlpE
KW1-S11_145_cg2_2	GlpE
KW1-S11_163_cg75_6	GlpE
KW1-S08_28_cg348_19	GlpE
A5-S03_47_cg2_18	GlpE
KW1-S21_238_cg56_24	GlpE
KW1-S11_81_cg47_23	GlpE
KW1-S08_128_cg71_2	GlpE
A5-S04_200_cg258_2	GlpE
KW1-S15_16_cg58_22	GlpE
A5-S04_114_cg208_5	GlpE
KW1-S05_12_cg145_11	GlpE
KW1-S05_53_cg306_3	GlpE
KW1-S15_98_cg137_3	GlpE
KW1-S15_75_cg164_8	GlpE
KW1-S15_293_cg244_2	GlpE
KW1-S05_58_cg72_11	GlpE
A5-S03_6_cg440_3	GlpE
KW1-S21_196_cg3_4	GlpE
KW1-S15_218_cg149_31	GlpE
KW1-S11_103_cg200_17	GlpE
KW1-S15_23_cg317_4	GlpE
KW1-S08_62_cg183_5	GlpE
KW1-S15_114_cg65_22	GlpE
KW1-S08_144_cg129_4	GlpE
KW1-S08_186_cg40_7	GlpE
KW1-S08_24_cg506_5	GlpE
KW1-S21_260_cg123_6	GlpE
A5-S03_33_cg89_13	GlpE
KW1-S11_124_cg263_6	GlpE
KW1-S15_234_cg98_5	GlpE
KW1-S15_197_cg303_3	GlpE
A5-S03_33_cg201_2	GlpE
KW1-S08_46_cg352_8	GlpE
KW1-S11_120_cg59_4	GlpE
KW1-S05_110_cg142_8	GlpE
KW1-S15_23_cg240_2	GlpE
KW1-S15_8_cg238_6	GlpE
KW1-S21_141_cg442_18	GlpE
KW1-S21_138_cg90_6	GlpE
A5-S03_68_cg348_2	GlpE
KW1-S11_176_cg215_5	GlpE
KW1-S08_186_cg191_6	GlpE
A5-S03_100_cg114_17	GlpE
A5-S04_79_cg47_1	GlpE
KW1-S11_18_cg168_7	GlpE
A5-S04_155_cg56_16	GlpE
KW1-S08_17_cg95_2	GlpE
KW1-S21_28_cg50_3	GlpE
KW1-S15_200_cg319_6	GlpE
KW1-S11_180_cg520_10	GlpE
KW1-S08_192_cg248_7	GlpE
KW1-S15_279_cg255_3	GlpE
A5-S03_93_cg400_17	GlpE
A5-S04_85_cg35_4	GlpE
KW1-S21_141_cg238_3	GlpE
KW1-S08_186_cg190_11	GlpE
A5-S03_29_cg4_4	GlpE
A5-S04_79_cg277_2	GlpE
KW1-S11_99_cg222_4	GlpE
KW1-S08_17_cg3_9	GlpE
KW1-S21_141_cg321_8	GlpE
KW1-S11_145_cg325_8	GlpE
KW1-S15_98_cg281_5	GlpE
KW1-S08_46_cg187_2	GlpE
A5-S04_33_cg512_3	GlpE
A5-S04_79_cg408_3	GlpE
KW1-S05_85_cg123_3	GlpE
KW1-S21_115_cg140_2	GlpE
KW1-S08_12_cg12_9	GlpE
KW1-S15_132_cg454_2	GlpE
KW1-S15_132_cg664_9	GlpE
